Time,EMG,Envelope,HandPosition,Pressure,FeedbackPWM
0.0,2190.6544765686713,142.65447656867127,0.0,0.0,0
0.001000100010001,2378.754025463229,236.70425101595015,0.001,0.0,0
0.002000200020002,1908.002257082491,204.46874831646974,0.002,0.0,0
0.003000300030003,2177.2828665460024,185.67227787385292,0.003,0.0,0
0.004000400040004,2592.1880256450395,257.37542742809023,0.004,0.0,0
0.005000500050005001,1406.256156049597,321.43683018180906,0.005,0.0,0
0.006000600060006,1735.6602981532994,320.1372404196507,0.006,0.0,0
0.0070007000700070005,1786.3936097522044,312.82088414816883,0.007,0.0,0
0.008000800080008,2123.388478322944,286.43950572314384,0.008,0.0,0
0.009000900090009001,2038.172530188435,258.7783021319859,0.009000000000000001,0.0,0
0.010001000100010001,1761.6864155364542,261.2815096166732,0.010000000000000002,0.0,0
0.011001100110011002,1958.4461225845237,246.97087359990678,0.011000000000000003,0.0,0
0.012001200120012,1964.2200647600166,234.41772449529728,0.012000000000000004,0.0,0
0.013001300130013,1767.6056959087089,237.7017658950111,0.013000000000000005,0.0,0
0.014001400140014001,2002.473739993098,224.8900655024705,0.014000000000000005,0.0,0
0.015001500150015001,2391.48972513902,232.30254422975483,0.015000000000000006,0.0,0
0.016001600160016,2602.8294305538757,251.27471401352662,0.016000000000000007,0.0,0
0.017001700170017002,2056.140915812208,237.76728078012002,0.017000000000000008,0.0,0
0.018001800180018002,1957.004221668155,230.04246486178977,0.01800000000000001,0.0,0
0.019001900190019003,2057.715955803029,219.02613940885172,0.01900000000000001,0.0,0
0.020002000200020003,2101.4475785379345,211.14144603404614,0.02000000000000001,0.0,0
0.021002100210021003,2119.1939837890127,204.78019775018095,0.02100000000000001,0.0,0
0.022002200220022004,1974.779465955234,199.06021237168466,0.022000000000000013,0.0,0
0.023002300230023004,1805.453263450273,200.8721508791031,0.023000000000000013,0.0,0
0.024002400240024,2281.07994635478,202.16046269813017,0.024000000000000014,0.0,0
0.025002500250025,2150.605163741696,198.33141273826732,0.025000000000000015,0.0,0
0.026002600260026,1860.6706777142508,197.92392790669257,0.026000000000000016,0.0,0
0.027002700270027002,1966.3257533581482,193.7721535758054,0.027000000000000017,0.0,0
0.028002800280028002,2264.999339327231,194.57309101550973,0.028000000000000018,0.0,0
0.029002900290029002,1902.5005232271487,192.93730387408777,0.02900000000000002,0.0,0
0.030003000300030003,2137.0006320290504,189.58450800811883,0.03000000000000002,0.0,0
0.031003100310031003,2102.1665424548523,185.35269658457923,0.03100000000000002,0.0,0
0.032003200320032,1923.6101208936154,183.50533847917941,0.03200000000000002,0.0,0
0.033003300330033,2173.895908305339,181.81094347406645,0.03300000000000002,0.0,0
0.034003400340034004,2113.438527309349,178.48601729793165,0.03400000000000002,0.0,0
0.035003500350035,1910.3391684046837,177.3519843617479,0.035000000000000024,0.0,0
0.036003600360036005,1871.546918573537,177.32768968782128,0.036000000000000025,0.0,0
0.037003700370037,2089.7042757716104,173.75865247949991,0.037000000000000026,0.0,0
0.038003800380038005,1866.4279015541756,173.95899724786722,0.03800000000000003,0.0,0
0.039003900390039,1706.860041576991,178.13852127724576,0.03900000000000003,0.0,0
0.040004000400040006,2379.387750120476,181.87630734659285,0.04000000000000003,0.0,0
0.041004100410041,2239.7623909517642,182.11169028957312,0.04100000000000003,0.0,0
0.04200420042004201,1578.308016192946,188.79960409230523,0.04200000000000003,0.0,0
0.043004300430043,2281.9943046723597,189.82675637821558,0.04300000000000003,0.0,0
0.04400440044004401,2211.6931178192904,189.2460088546839,0.04400000000000003,0.0,0
0.045004500450045004,1770.3534089385412,191.1677606417877,0.04500000000000003,0.0,0
0.04600460046004601,1675.4752622919889,195.02641972830307,0.046000000000000034,0.0,0
0.047004700470047005,1251.788258398889,207.55111393398658,0.047000000000000035,0.0,0
0.048004800480048,2186.376545474357,206.13938804705538,0.048000000000000036,0.0,0
0.049004900490049005,2267.279529375497,206.4021908736242,0.04900000000000004,0.0,0
0.05000500050005,1853.778219354594,207.43353695515893,0.05000000000000004,0.0,0
0.051005100510051006,2093.572945877676,201.72991536344787,0.05100000000000004,0.0,0
0.052005200520052,2229.154337360027,202.55304725229823,0.05200000000000004,0.0,0
0.05300530053005301,2183.334960206774,202.67408912551363,0.05300000000000004,0.0,0
0.054005400540054004,1915.2141070552454,194.44604647150794,0.05400000000000004,0.0,0
0.05500550055005501,1630.081772171843,189.96953414906307,0.05500000000000004,0.0,0
